Id,Predicted
0,166914.0484008789
1,278423.0625
2,116753.78125
3,350079.78125
4,252799.5234375
5,210648.75
6,335468.0341796875
7,195742.96875
8,246346.546875
9,426704.296875
10,269973.671875
11,365348.671875
12,471787.421875
13,580944.0
14,122356.4375
15,218612.5
16,346593.5
17,171472.0
18,207412.75
19,122455.0
20,120278.0
21,385880.859375
22,151651.0283203125
23,240029.59375
24,167937.890625
25,315001.8125
26,320318.375
27,298510.3125
28,329098.3842163086
29,233835.98950195312
30,123302.4375
31,146711.25
32,246130.78125
33,608250.5
34,269818.421875
35,135588.109375
36,283041.33837890625
37,266469.375
38,295373.2890625
39,167953.5
40,301106.375
41,370764.92578125
42,292237.25
43,135028.359375
44,254114.0625
45,413003.59375
46,119449.78125
47,204692.5
48,238903.18359375
49,328764.515625
50,192657.10546875
51,359333.2001953125
52,332115.33361816406
53,93863.0
54,443998.125
55,188963.3544921875
56,315334.5078125
57,474873.375
58,218623.578125
59,303458.796875
60,325978.09375
61,519988.21875
62,367963.4375
63,166336.5
64,346797.36657714844
65,226799.5625
66,385034.203125
67,199242.1875
68,126032.234375
69,342440.5625
70,155229.578125
71,357661.1865234375
72,497600.33203125
73,143754.125
74,318054.287109375
75,358780.23193359375
76,238114.75
77,384309.734375
78,262193.125
79,118466.46875
80,314510.21875
81,302748.46875
82,397532.376953125
83,110653.359375
84,206382.8125
85,222286.1875
86,288919.5568847656
87,276903.0
88,290022.8203125
89,234275.50415039062
90,263453.4375
91,203317.25244140625
92,466792.3828125
93,110547.5
94,177894.0146484375
95,272486.853515625
96,191998.85009765625
97,397871.90625
98,420983.875
99,353539.75
100,144038.984375
101,308855.4013671875
102,131276.0
103,340392.7421875
104,359194.6875
105,213976.015625
106,454223.6015625
107,289408.1015625
108,277096.06640625
109,209059.25
110,244998.921875
111,170912.25
112,352569.25
113,225977.654296875
114,117841.0
115,394312.671875
116,177831.5
117,307842.0
118,298076.40625
119,207256.5625
120,358287.849609375
121,126680.765625
122,147772.6875
123,221896.75
124,478591.875
125,128778.84375
126,264429.375
127,321898.1875
128,345913.75
129,299738.0
130,356487.3046875
131,189891.1669921875
132,236961.70532226562
133,189270.03125
134,361341.86279296875
135,88826.5
136,251767.45166015625
137,266904.625
138,239974.109375
139,358461.314453125
140,373131.42578125
141,187639.23149108887
142,184310.45068359375
143,241028.125
144,148590.359375
145,282839.390625
146,322537.875
147,560373.1875
148,139184.765625
149,181707.77709960938
150,196983.19921875
151,236480.625
152,400821.6875
153,297625.375
154,472714.15625
155,154020.875
156,255680.63708496094
157,253169.0625
158,352719.296875
159,257734.34375
160,269736.5810546875
161,277961.1875
162,232395.78125
163,345330.375
164,285201.5625
165,338007.1875
166,242655.0
167,293498.1115722656
168,310069.5
169,149565.0
170,133797.421875
171,259132.7265625
172,256636.875
173,215730.46875
174,326745.015625
175,298705.0339355469
176,199645.09350585938
177,347357.765625
178,449175.296875
179,523767.826171875
180,164388.943359375
181,146552.75
182,250771.55508422852
183,242715.375
184,239348.4375
185,420045.3125
186,199730.875
187,120191.0
188,116918.0
189,326725.40625
190,230372.171875
191,220037.13232421875
192,205292.1875
193,340801.0500488281
194,264718.0234375
195,498543.0
196,529674.5654296875
197,373349.73779296875
198,291964.4921875
199,576485.65625
200,326021.21875
201,297897.90625
202,349560.25
203,280639.9375
204,432745.82080078125
205,277912.9489746094
206,266563.828125
207,256758.109375
208,285746.1875
209,195867.21362304688
210,245699.46875
211,321405.40625
212,166958.40625
213,289351.5263671875
214,270703.125
215,207984.375
216,454680.1875
217,569753.625
218,145958.453125
219,308205.087890625
220,292684.640625
221,394753.0
222,490342.6728515625
223,315043.02197265625
224,428939.0
225,127529.75
226,100137.09375
227,242275.45532226562
228,260819.625
229,211205.337890625
230,301874.375
231,169237.79296875
232,153430.7783203125
233,391594.873046875
234,581470.3125
235,195432.14318847656
236,479460.0
237,311933.2734375
238,239743.84301757812
239,353826.5065307617
240,216050.11938476562
241,420804.140625
242,280707.578125
243,493805.7099609375
244,253682.9375
245,155008.6875
246,496659.375
247,244745.65625
248,320641.66748046875
249,155046.1875
250,242895.0234375
251,144349.515625
252,516510.890625
253,392471.40625
254,215699.25
255,509468.984375
256,160094.1844482422
257,269391.875
258,343682.96875
259,302336.0
260,231773.9375
261,181771.42138671875
262,126363.75
263,289426.75
264,184774.54296875
265,373749.328125
266,288480.015625
267,348283.5859375
268,225309.498046875
269,483678.0
270,743122.0546875
271,201919.0
272,556963.154296875
273,292876.71875
274,505266.6015625
275,700115.203125
276,149520.96875
277,205113.21899414062
278,242624.4619140625
279,235893.0
280,204439.06640625
281,280909.900390625
282,371593.4853515625
283,348975.25
284,408398.69140625
285,222176.1875
286,134229.875
287,227825.5
288,141180.515625
289,250793.5625
290,428934.521484375
291,318065.5078125
292,238135.46875
293,245477.578125
294,167859.125
295,325440.02734375
296,177070.53125
297,266183.9296875
298,247749.0
299,221795.74340820312
300,342227.53125
301,319455.5
302,229324.7890625
303,124681.265625
304,138453.625
305,151341.0
306,242805.0625
307,321866.25
308,210763.0625
309,522440.703125
310,317621.69970703125
311,129829.25
312,331093.90625
313,443176.328125
314,186259.40625
315,326447.125
316,251239.12451171875
317,226202.265625
318,234648.3486328125
319,186987.375
320,400242.8115234375
321,142695.125
322,395712.28125
323,122397.34375
324,192830.30053710938
325,221289.484375
326,306642.1875
327,268095.9375
328,183515.0994873047
329,487218.0
330,495386.9501953125
331,473767.65625
332,256488.7890625
333,225254.03759765625
334,195358.5859375
335,297112.578125
336,209025.71875
337,231731.8603515625
338,479560.3125
339,312498.6875
340,151462.0
341,222039.404296875
342,279245.078125
343,353519.4609375
344,320229.55078125
345,253423.125
346,200899.7607421875
347,377353.1015625
348,190817.46002197266
349,392251.8125
350,183789.125
351,278505.125
352,271984.78125
353,129601.796875
354,417484.03125
355,288126.7060546875
356,150432.1875
357,147375.28125
358,315457.13525390625
359,279701.078125
360,310579.640625
361,293359.03759765625
362,316281.298828125
363,228841.59375
364,163233.17431640625
365,261425.2265625
366,284503.140625
367,164719.375
368,238645.9130859375
369,233158.0
370,392063.50927734375
371,201585.40704345703
372,392622.1044921875
373,245667.015625
374,302325.53125
375,471516.125
376,393200.59375
377,236385.875
378,444486.8828125
379,240848.25
380,255041.53125
381,132166.921875
382,257302.01293945312
383,345910.03125
384,229192.55224609375
385,340486.875
386,261084.375
387,228957.78125
388,355726.59375
389,434888.375
390,356814.28125
391,317106.5625
392,415014.53125
393,458693.984375
394,255561.40625
395,263725.59375
396,239868.6875
397,432356.53125
398,480151.28125
399,324702.75
400,312090.1875
401,438542.4133300781
402,287575.84375
403,180762.544921875
404,367193.1103515625
405,162544.03125
406,389147.7033691406
407,123635.9375
408,360520.0625
409,213065.25
410,413999.60119628906
411,317095.74014282227
412,148228.0
413,107423.25
414,539049.75
415,517746.28125
416,222262.40625
417,335569.9453125
418,137791.46875
419,468278.7421875
420,335579.97119140625
421,206049.8125
422,291082.5
423,130015.6875
424,263704.3125
425,271993.9375
426,154372.09375
427,342363.671875
428,269813.1875
429,272733.75
430,230134.0234375
431,172674.69049072266
432,305831.09375
433,305854.453125
434,351101.25
435,258127.3447265625
436,348093.6298828125
437,119799.0
438,353347.96875
439,202670.9462890625
440,333927.97265625
441,199189.625
442,140306.3125
443,317620.625
444,146573.515625
445,246550.08087158203
446,129385.546875
447,423631.4453125
448,297523.4123535156
