Id,Predicted
0,230034.60418402273
1,256694.520664855
2,144087.74869520048
3,307817.5960562262
4,265194.7937864229
5,193369.65475707594
6,318882.0242728153
7,251339.59842348847
8,303075.2835587236
9,409122.0235014778
10,273514.8529281586
11,372372.79936747986
12,531429.8939658401
13,606049.5074541315
14,148283.47603509424
15,244086.11711992224
16,340233.31902496674
17,189049.09916449562
18,201916.16365246242
19,162544.93518809037
20,158742.70640482963
21,384027.12503845926
22,201064.67390362034
23,207946.49027519076
24,156939.9243125968
25,336554.9349996762
26,223820.57374189014
27,364153.65150015976
28,317782.43856054486
29,274499.2763863686
30,140893.92733713484
31,177887.13642147605
32,231832.96828891878
33,555779.5971451344
34,231893.60543390046
35,146633.51712358
36,303948.50836105336
37,284368.2819220995
38,269538.6096372257
39,169670.47933439378
40,295531.35474793386
41,403845.1408625095
42,254691.2989969723
43,153117.02210751304
44,292950.13131938805
45,391322.22337797796
46,161919.36028047337
47,154443.50327303668
48,225392.04943148192
49,328756.46683736646
50,202810.97510041596
51,441442.06567604287
52,328151.8336273367
53,128537.10365759475
54,484151.4575386161
55,189910.12470577814
56,316939.6202763343
57,449716.68198085803
58,267056.7248297894
59,353295.7674663524
60,285840.0226346713
61,528050.0577298508
62,388698.9874281545
63,192091.0297114881
64,434469.7564668909
65,190176.81528451244
66,388759.8557546252
67,187477.63879944087
68,169169.85849711325
69,289268.98797918984
70,170574.96893670413
71,348145.2704820367
72,381507.42652783333
73,180368.3925817619
74,303608.39693511085
75,440591.7719872889
76,206047.4847885152
77,384062.4718823527
78,205785.2274334823
79,147416.89874955246
80,313354.82392205234
81,300558.19883652235
82,452575.49319732905
83,143480.08494897187
84,206952.3083673596
85,206980.67837177496
86,278572.701245778
87,321898.5817514256
88,289079.8358092904
89,192179.03969699843
90,271933.2011329941
91,168251.45166696172
92,352421.931782845
93,103441.67144100464
94,179315.26223918394
95,285193.76588604215
96,243053.7489706538
97,463305.94769029826
98,422974.944258368
99,376243.5977148097
100,145110.0374647597
101,279448.54139359057
102,182795.23015937
103,370854.317587572
104,499395.84329223423
105,210726.60099411118
106,450925.48019561457
107,285611.6186854177
108,294379.38076031546
109,213669.7309525264
110,385263.72196382895
111,195112.86530371674
112,281532.8751181213
113,290319.5171628003
114,118332.91324736722
115,463757.93236727436
116,153558.8511701124
117,308968.8056025037
118,270591.44421118486
119,221290.97593947177
120,386187.9729301939
121,166966.038962746
122,133784.545298077
123,210551.96973565914
124,503848.99413865147
125,137958.71858679305
126,383239.68628665747
127,359420.5338346966
128,346219.47046413727
129,306991.61284027976
130,228187.4011050056
131,185946.3556077216
132,254404.32707861636
133,202517.13836213312
134,451254.7118490903
135,114876.52576319655
136,292045.5601131724
137,203508.44035530885
138,282748.8258835685
139,411826.79274847696
140,454047.6691436467
141,240663.8375541528
142,236789.04092896866
143,207765.8417110773
144,141336.28825481643
145,334453.92391353316
146,341230.64536307217
147,543609.3198195837
148,126781.58379299006
149,204654.62900524656
150,213385.37227718512
151,207960.0659494813
152,406545.48598141415
153,248554.58586496257
154,528584.570437757
155,189716.03226035173
156,272303.3633597868
157,306998.60978566785
158,371974.1343591051
159,202234.272214234
160,216106.88424935992
161,296102.1096387732
162,216194.1310144622
163,352477.66332468984
164,324962.3461307014
165,365423.4750258989
166,262782.50423039374
167,297939.52809530793
168,302145.2340555034
169,160760.5586284823
170,122784.84256754274
171,299405.0056736108
172,200891.4340303451
173,231751.064758783
174,374969.3185776321
175,315384.92298806325
176,194318.41814185586
177,362272.29432277504
178,448608.57124301535
179,433407.67905563256
180,210605.29693175992
181,191740.49511164986
182,290799.14038827963
183,218407.00659778202
184,288913.92490416026
185,393241.2933515341
186,202981.99792133272
187,154333.81919187258
188,124708.66128235425
189,328940.02415159735
190,212748.98640623636
191,260268.498437239
192,182743.04856012567
193,334119.5485213309
194,191115.6121404556
195,488475.831405815
196,358606.0911781978
197,438743.3142995312
198,244472.35189975626
199,503870.7851816451
200,270207.28798470245
201,261287.3771653304
202,341733.86630602117
203,313646.3571117181
204,341817.11737585
205,280299.7515519968
206,243057.07255627014
207,251770.65019400936
208,176322.9759288336
209,207592.97039880455
210,228849.87626674355
211,299320.45909106353
212,199852.47611469
213,223313.84476162939
214,179518.58661768842
215,221548.2313663485
216,424335.9339442457
217,501040.47256160015
218,188993.15183225786
219,290185.93794749415
220,269323.93638950883
221,424161.97257706756
222,433801.4869804533
223,292431.69159085734
224,444564.9831460101
225,170236.31719216055
226,120389.58983764562
227,272078.52081726526
228,222760.16455846763
229,230774.2837614589
230,335306.31961787347
231,207126.0469866331
232,186551.88019804718
233,356591.15911496076
234,559784.3126696378
235,224809.0136859997
236,500215.31260668
237,196281.2772920064
238,248387.03023246975
239,346605.9632493761
240,216246.8731444758
241,431322.82650553086
242,229361.66172223163
243,366230.5670396347
244,297233.6612083357
245,189186.6811115402
246,435346.6427380571
247,244607.6412898469
248,330524.7634489233
249,155731.9239129679
250,276519.18247371446
251,160379.83989416916
252,464077.3686187296
253,468628.40251397464
254,237482.38323116084
255,538284.9383752616
256,226468.22961995206
257,276254.2622486177
258,368833.4998690051
259,346212.7504264964
260,304287.6315201647
261,226394.73694973774
262,124127.98525246831
263,290791.7329764545
264,241922.6255380374
265,367039.5241492807
266,326049.91099240247
267,323887.0709783721
268,233025.75237776613
269,291330.811187382
270,-212894.77140916063
271,199728.42897805804
272,376598.0892715511
273,296392.38140177104
274,416282.4082887256
275,564852.0540214337
276,185145.81960289503
277,257763.288334954
278,215782.40825570442
279,185786.971485415
280,243544.05202333684
281,276093.28195447405
282,386108.4245354784
283,328941.6668419213
284,399254.02158297494
285,203117.36916914015
286,152348.1131316927
287,220035.27770957927
288,152027.66592924035
289,286604.46809531003
290,361777.0236829605
291,344107.70263553207
292,314009.33376800764
293,210442.54365958538
294,165875.805784684
295,306326.58591140865
296,186133.57137219273
297,317492.65714579506
298,212751.82928805472
299,281580.9343461968
300,332285.7300796028
301,291617.81930253893
302,236226.4224330851
303,155686.242526624
304,162432.1540325585
305,175865.84158994508
306,244506.26009850792
307,250123.63137759082
308,226072.89664908807
309,497046.29703876993
310,305660.83159289625
311,154488.88185521748
312,368904.9424344431
313,407802.6286006955
314,207803.41045642665
315,293419.3622655833
316,277106.679220253
317,227415.3088882735
318,209488.16932584226
319,201947.28362409334
320,438462.1571382198
321,152724.40461827675
322,506564.65553593665
323,156507.4443699393
324,189776.6360384936
325,203754.7885788689
326,347573.07644502725
327,293386.9890383837
328,193332.3847045845
329,500150.45656666043
330,407241.99736087455
331,414339.30649733153
332,284405.90313375887
333,252716.4955928528
334,200567.7487852119
335,334263.9478428055
336,212412.41959074207
337,269939.2873341171
338,481039.7458624117
339,267263.1351161616
340,140800.69258327692
341,265274.5416124352
342,221379.3604017179
343,373255.7220977943
344,285197.0895690156
345,259745.16644023915
346,185202.4068705744
347,334506.680261313
348,221354.78740669115
349,410164.195627798
350,248679.36273383274
351,255315.27631784245
352,331745.2935336527
353,167384.73708903877
354,372364.84762468684
355,274124.94464974117
356,208275.32501014054
357,167377.83471498315
358,297414.15890554513
359,310586.96548347006
360,288649.3894976956
361,205166.72246075154
362,305925.95053613983
363,197262.03041038656
364,227544.09263504404
365,255159.53971687044
366,329778.26935578615
367,190856.11207494896
368,189537.0704226689
369,272217.4692213295
370,291892.12943961273
371,198374.80991655085
372,349462.245596718
373,214977.08507160997
374,347778.1454323372
375,432737.7544352593
376,459131.66121808323
377,146414.66789690318
378,462421.81742920284
379,220648.4299926121
380,317640.34948028973
381,147816.9685040246
382,185015.7927767084
383,385053.44071070687
384,211583.15328167137
385,304857.349994535
386,231385.41897223948
387,267507.13416692545
388,408373.6608695464
389,422791.7569875013
390,337347.8936667659
391,294297.18457943643
392,484898.89572476357
393,540487.7873307915
394,292590.65835163364
395,253834.8196447496
396,334168.8351756205
397,521140.24364156194
398,488881.77207840915
399,302169.4429426724
400,334103.52233369026
401,388862.8541993935
402,191358.14091609413
403,223810.8215727716
404,306692.0873403875
405,192435.20845838508
406,379005.4077268909
407,164926.80040151335
408,362513.27706019505
409,217433.09533925424
410,441938.61295789055
411,318338.3062083237
412,173467.1350327449
413,154792.11035847646
414,518337.75554677815
415,486059.981033638
416,232224.50863229786
417,244000.40007986772
418,147798.42353421624
419,443361.32422590407
420,326098.90649723774
421,256343.7994694102
422,299177.3173534177
423,168237.92861938372
424,256831.71853348592
425,238579.39046041432
426,165957.7661005008
427,294182.951943907
428,249200.46906932406
429,302927.0053869913
430,251700.82677361337
431,204460.89804173535
432,298636.1410166756
433,288200.83855195786
434,370677.6120394664
435,286969.5432041097
436,458026.77599248843
